name,ingredient,instructions
The Interesting Cocktail,"Blanco tequila 2.0 oz
Aperol 0.5 oz
Dark creme de cacao 0.5 oz
Lemon juice 0.75 oz
Grapefruit twist 1.0 units",Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.
The Jamaican Ten Speed,"Vodka 1.0 oz
Melon liqueur 0.75 oz
Creme de banana 0.25 oz
Coconut-flavored rum 0.25 oz
Half-and-half 0.5 oz",Shake with ice and strain into chilled cocktail glass.
The Joe Lewis,"Scotch whiskey 1.5 oz
Fresh carrot juice 1.0 oz
Tawny port 0.75 oz
Lemon juice 0.5 oz
Agave nectar 1.0 oz",Shake with ice and strain into chilled cocktail glass.
The Loop,"Black cherry-flavored vodka 2.0 oz
White creme de cacao 0.5 oz
Chile syrup 0.5 oz
Grated bittersweet chocolate 1.0 units",Shake ingredients with ice. Pour into chilled old-fashioned glass. Garnish with chocolate grated on top.
The Nomad South,"Blanco tequila 2.0 oz
Orange juice 1.0 oz
Orange juice 0.5 oz
Agave nectar 0.5 oz
Lime juice 0.5 oz
Whiskey barrel bitters 1.0 oz",Shake well with ice and strain into ice-filled old-fashioned glass.
The Oaxaca Old-Fashioned,"Reposado tequila 1.5 oz
Mezcal 0.5 oz
Agave nectar 0.25 oz
Angostura bitters 2.0 oz
Orange wheel 1.0 units
Flamed 1.0 units",Stir with ice and strain into chilled old-fashioned glass. Flame orange twist and add.
The Old Cuban,"Mint leaves 6.0 units
Simple syrup 1.0 oz
Lime juice 0.75 oz
Dark rum 1.5 oz
Angostura bitters 2.0 oz
Champagne 2.0 oz
Chopped fresh mint 2.0 oz","Muddle mint leaves, syrup, and lime juice in mixing glass. Add rum, bitters, and ice and shake well. Strain into chilled cocktail glass and top with Champagne. Garnish with chopped mint."
The Poncho,"Reposado tequila 2.0 oz
Dry vermouth 0.5 oz
Maraschino liqueur 0.5 oz
Peychaud's bitters 2.0 oz
Maraschino cherry 1.0 units",Stir with ice and strain into chilled cocktail glass. Add cherry.
The Refuge,"Blanco tequila 1.5 oz
Aperol 0.5 oz
Lime juice 0.25 oz
Grapefruit juice 0.25 oz
Agave nectar 0.25 oz",Shake with ice. Strain into chilled cocktail glass.
The Sfozando,"Mezcal 1.0 oz
Rye whiskey 0.75 oz
Dry vermouth 0.5 oz
Benedictine 0.5 oz
Chocolate bitters 1.0 oz
Orange wheel 1.0 units",Stir with ice and strain into cocktail glass. Add orange twist.
The Summer Of Love,"Orange-flavored vodka 2.0 oz
Rose water 2.0 oz
Lillet blanc 1.0 oz
Black raspberry liqueur 0.25 oz",Shake with ice and strain into chilled cocktail glass. Add lemon twist.
The Titian,"Orange-flavored vodka 1.0 oz
Grand marnier 0.5 oz
Passion fruit juice 1.0 oz
Lime juice 0.5 oz
Pomegranate syrup 0.5 oz
Raspberries 1.0 units",Shake with ice and strain into chilled cocktail glass. Garnish with raspberry.
The Vacation Cocktail,"Peeled 1.0 oz
Chopped fresh ginger 1.0 oz
Lime juice 0.75 oz
Each simple syrup 0.5 oz
Light rum 0.5 oz
Dark rum 0.5 oz
Mango juice 1.0 oz
Each cranberry juice 0.5 oz
Orange juice 0.5 oz
Spiced rum 0.5 oz
Mango slice 1.0 units","Muddle ginger, lime juice, and syrup in mixing glass. Add all but spiced rum. Shake with ice. Strain into chilled cocktail glass and float spiced rum on top. Garnish with mango."
The Wink,"Absinthe 1.0 oz
Gin 2.0 oz
Triple sec 0.25 oz
Simple syrup 0.25 oz
Peychaud's bitters 2.0 oz",Rinse a chilled old-fashioned glass with absinthe and pour out excess absinthe. Stir remaining ingredients with ice and strain into glass. Garnish with a wink.
The Winkle,"Fresh sage leaves 3.0 oz
Gin 2.0 oz
Lime juice 1.0 oz
Limoncello 0.5 oz
Simple syrup 0.5 oz
Raspberries 4.0 units
Lemon twist 1.0 units",Muddle sage in mixing glass. Add remaining ingredients. Shake with ice and double-strain into chilled cocktail glass. Add lemon twist.
Third-Rail Cocktail,"Light rum 0.75 oz
Apple brandy 0.75 oz
Brandy 0.75 oz
Anisette 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Three Miller Cocktail,"Fresh cherry tomatoes 3.0 oz
Dark rum 2.0 oz
Lime juice 1.0 oz
Simple syrup 1.0 oz
Angostura bitters 1.0 oz",Muddle tomatoes in mixing glass. Add remaining ingredients. Shake with ice and strain into chilled cocktail glass.
Three Stripes Cocktail,"Gin 1.0 oz
Dry vermouth 0.5 oz
Orange juice 1.0 oz",Shake with ice and strain into cocktail glass.
Thunder,"Powdered sugar 1.0 oz
Egg yolk 1.0 units
Brandy 1.5 oz
Cayenne pepper 1.0 oz",Shake with ice and strain into cocktail glass.
Thunder Cocktail,"Powdered sugar 1.0 oz
Egg yolk 1.0 units
Old mr. boston five star brandy 1.5 oz
Cayenne pepper 1.0 oz",Shake with ice and strain into cocktail glass.
Thunder and Lightning Cocktail,"Egg yolk 1.0 units
Powdered sugar 1.0 oz
Old mr. boston five star brandy 1.5 oz",Shake with ice and strain into cocktail glass.
Thunderclap Cocktail,"Old mr. boston dry gin 0.75 oz
Old thompson blended whiskey 0.75 oz
Old mr. boston five star brandy 0.75 oz",Shake with ice and strain into cocktail glass.
Thyme Collins,"Citrus-flavored vodka 2.0 oz
Mint syrup 1.0 oz
Lemon juice 1.0 oz
Thyme sprig 1.0 oz
Bitter lemon soda 3.0 units
Long thyme sprigs 2.0 oz","Put first four ingredients in mixing glass, add ice, and shake well. Strain into ice-filled Collins glass. Top with bitter lemon soda and stir briefly. Garnish with long thyme sprigs."
Tia Juanathan,"Blanco tequila 1.5 oz
Lime juice 0.5 oz
Aperol 0.5 oz
Yellow chartreuse 0.5 oz
Soda water 3.0 oz
Orange half-wheel 1.0 units",Shake first four ingredients with ice and strain into ice-filled highball glass. Top with soda water. Garnish with orange.
Tiger Tanaka,"Fresh cilantro leaves 3.0 oz
Slice peeled fresh ginger 1.0 oz
Citrus-flavored vodka 2.0 oz
Limoncello 0.5 oz
Pineapple juice 0.75 oz",Muddle cilantro and ginger in mixing glass. Add remaining ingredients and shake. Double-strain into chilled cocktail glass.
Tijuana Taxi,"Gold tequila 2.0 oz
Blue curacao 1.0 oz
Tropical fruit schnapps 1.0 oz
Orange wheel 1.0 units
Maraschino cherry 1.0 units",Pour first three ingredients into ice-filled large highball glass. Fill with lemon-lime soda. Garnish with orange and cherry.
Toasted Drop,"Lemon wedges 1.0 units
Cinnamon sugar 1.0 units
Citrus-flavored vodka 1.5 oz
Limoncello 0.75 oz
Amaretto 0.25 oz
Lemon juice 0.75 oz
Egg white 1.0 units",Rim chilled cocktail glass with lemon and cinnamon sugar. Shake ingredients without ice. Add ice and shake again. Strain into glass. Add lemon twist.
Top Banana,"Vodka 1.0 oz
Creme de banana 1.0 oz
Orange juice 2.0 oz",Shake with ice and strain into ice-filled old-fashioned glass.
Toreador,"Blanco tequila 1.5 oz
Dark creme de cacao 0.5 oz
Half-and-half 0.5 oz","Shake with ice. Strain into chilled cocktail glass. Top with whipped cream, sprinkle with cocoa. THE 21ST CENTURY 1 splash"
Torridora Cocktail,"Light rum 1.5 oz
Coffee-flavored brandy 0.5 oz
Half-and-half 1.5 oz
151-proof rum 1.0 oz",Shake first three ingredients with ice and strain into chilled cocktail glass. Float 151-proof rum on top.
Tovarich Cocktail,"Vodka 1.5 oz
Kummel 0.75 oz
Lime juice 0.5 oz",Shake with ice and strain into cocktail glass.
Traditional Martini (Dry),"Gin 1.0 oz
Dry vermouth 1.0 oz
Orange bitters 1.0 oz",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Trident,"Aquavit 1.0 oz
Cynar 0.5 oz
Dry sherry 1.0 oz
Peach bitters 2.0 oz",Stir and strain into cocktail glass. Garnish with lemon twist.
Trinity Cocktail,"Sweet vermouth 0.75 oz
Dry vermouth 0.75 oz
Gin 0.75 oz",Stir with ice and strain into cocktail glass.
Trois Rivieres,"Canadian whisky 1.5 oz
Dubonnet 1.0 oz
Triple sec 1.5 oz",Shake with ice and strain into old-fashioned glass over ice cubes. Add a twist of orange peel.
Tropica Cocktail,"Light rum 2.0 oz
Pineapple juice 3.0 oz
Fresh grapefruit juice 1.0 oz
Grenadine 1.0 oz
Pineapple wedge 1.0 units",Mix ingredients in ice-filled Collins glass. Add pineapple wedge.
Tropical Heart,"Hot shot tropical fruit liqueur 1.0 oz
Apple cider 2.0 oz",Pour ingredients into Irish coffee cup and stir. Garnish with a cinnamon stick.
Twin Six Cocktail,"Gin 1.0 oz
Sweet vermouth 0.5 oz
Grenadine 0.25 oz
Orange juice 1.0 oz
Egg white 1.0 units",Shake with ice and strain into cocktail glass.
Twister,"Vodka 2.0 oz
Lime juice 0.5 oz
Lime wedges 1.0 units
Lemon-lime soda 3.0 oz",Pour vodka and lime juice into Collins glass. Add several ice cubes. Squeeze lime into glass and add. Fill with lemon-lime soda and stir.
Ulanda Cocktail,"Gin 1.5 oz
Triple sec 0.75 oz
Anis 0.25 oz",Stir with ice and strain into cocktail glass.
Underneath The Mango Tree,"Lime wedges 1.0 units
Sweet chili powder 1.0 units
Mango-flavored vodka 1.0 oz
Peach liqueur 0.5 oz
Lime juice 0.75 oz
Simple syrup 0.5 oz
Ginger ale 2.0 oz",Rim Collins glass with lime and sweet chili powder. Fill glass with ice. Shake next four ingredients with ice. Strain into glass. Top with ginger ale.
Union Jack Cocktail,"Sloe gin 0.75 oz
Gin 1.5 oz
Grenadine 0.5 oz",Shake with ice and strain into cocktail glass.
Urban Anxiety,"Cachaca 1.0 oz
Sweet vermouth 1.0 oz
Cynar 0.75 oz
Angostura bitters 2.0 oz
Grapefruit twist 1.0 units
Flamed 1.0 units",Stir with ice and strain into chilled cocktail glass. Flame grapefruit twist and add.
Vagabundo,"Reposado blanco tequila 2.0 oz
Pineapple juice 1.5 oz
Fresh celery juice 1.5 oz
Lime juice 0.5 oz
Lime wheels 1.0 units",Shake ingredients with ice. Strain into ice-filled hurricane glass. Garnish with lime wheel.
Van Vleet,"Light rum 3.0 oz
Maple syrup 1.0 oz
Lemon juice 1.0 oz",Shake with ice and strain into ice-filled old-fashioned glass.
Velvet Hammer No. 1,"Vodka 1.5 oz
Creme de cacao 1.0 oz
Light cream 1.0 oz",Shake with ice and strain into cocktail glass.
Velvet Hammer No. 2,"Strega 1.5 oz
White creme de cacao 1.0 oz
Light cream 1.0 oz",Shake with ice and strain into cocktail glass.
Velvet Peach Hammer,"Vodka 1.75 oz
Peach schnapps 0.75 oz
Simple syrup 0.25 oz
Lemon juice 0.5 oz",Pour vodka and schnapps into ice-filled old-fashioned glass. Stir and top with syrup and lemon juice. Garnish with peach.
Venial Sin,"Blanco tequila 1.5 oz
Mezcal 0.5 oz
Yellow chartreuse 0.5 oz
Elderflower liqueur 0.25 oz
Maraschino liqueur 0.25 oz",Stir with ice and strain into chilled cocktail glass.
Verboten,"Gin 1.5 oz
Forbidden fruit 1.0 oz
Orange juice 1.0 oz
Lemon juice 1.0 oz",Shake with ice and strain into cocktail glass. Add brandied cherry.
Vermouth Cassis,"Creme de cassis 0.75 oz
Dry vermouth 1.5 oz",Stir in highball glass with ice cubes and Fill with carbonated water. Stir again and serve.
Vesuvio,"Light rum 1.0 oz
Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Egg white 0.5 units
Sweet vermouth 0.5 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Victor Collins,"Old mr. boston vodka 1.5 oz
Unsweetened grape juice 3.0 oz
Lemon juice 3.0 oz
Powdered sugar 1.0 oz",Shake with ice and strain into collins glass with ice cubes. Add slice of orange.
Victory Collins,"Vodka 1.5 oz
Unsweetened grape juice 2.0 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz",Shake with ice and strain into ice-filled Collins glass. Garnish with orange.
Violet Fizz,"Lemon juice 0.5 oz
Powdered sugar 0.5 oz
Old mr. boston dry gin 1.5 oz
Creme yvette 1.0 oz",Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.
Violet Fizz Juice,"Lemon juice 0.5 oz
Powdered sugar 0.5 oz
Old mr. boston dry gin 1.5 oz
Creme yvette 1.0 oz",Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.
Virgin,"Gin 1.0 oz
White creme de menthe 0.5 oz
Forbidden fruit 1.0 oz",Shake with ice and strain into cocktail glass.
Virginia Dare,"Ripe pear 2.0 oz
Dark rum 2.0 oz
Benedictine 0.5 oz
Angostura bitters 2.0 oz",Muddle 1 pear slice in mixing glass. Add remaining ingredients. Shake with ice and strain through a fine wire sieve into chilled cocktail glass. Garnish with remaining pear slice.
Viva Villa,"Lime wedges 1.0 units
Coarse salt 1.0 oz
Blanco tequila 1.5 oz
Lime juice 1.0 oz
Simple syrup 0.5 oz",Rim old-fashioned glass with lime and salt. Fill with ice. Shake remaining ingredients with ice and strain into glass.
Vodka Collins,"Vodka 2.0 oz
Lemon juice 0.75 oz
Simple syrup 0.75 oz
Soda water 3.0 oz","Shake vodka, lemon juice, and syrup and strain into ice-filled Collins glass. Fill with soda water and stir. Garnish with citrus and cherry. Serve with a straw."
Vodka Cooler,"Vodka 2.0 oz
Simple syrup 0.5 oz
Orange 1.0 units
Soda water 3.0 oz",Stir vodka and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Insert a spiral of orange or lemon zest (or both) and dangle end(s) over rim of glass.
Vodka Cooler with Ginger ale,"Ginger ale 3.0 oz
Vodka 2.0 oz
Simple syrup 0.5 oz
Orange 1.0 units",Stir vodka and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Insert a spiral of orange or lemon zest (or both) and dangle end(s) over rim of glass.
Vodka Daisy,"Vodka 2.0 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Grenadine 1.0 oz",Shake with ice. Strain into ice-filled beer mug or metal cup. Garnish with fruit.
Vodka Gimlet,"Vodka 1.5 oz
Lime juice 1.0 oz
Simple syrup 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Vodka Grasshopper,"Vodka 0.75 oz
Green creme de menthe 0.75 oz
White creme de cacao 0.75 oz
Half-and-half 0.75 oz",Shake with ice and strain into chilled cocktail glass.
Vodka Grasshopper Cocktail,"Old mr. boston vodka 0.75 oz
Old mr. boston green creme de menthe 0.75 oz
Old mr. boston white creme de cacao 0.75 oz",Shake with ice and strain into cocktail glass.
Vodka Gypsy Cocktail,"Old mr. boston vodka 1.5 oz
Benedictine 0.75 oz
Angostura bitters 1.0 oz",Stir with ice and strain into cocktail glass.
Vodka Martini,"Mr. boston vodka 1.5 oz
Dry vermouth 0.75 oz",serve with an olive. 
Vodka Sling,"Vodka 2.0 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Orange wheel 1.0 units","Pour vodka, lemon juice, and syrup into ice-filled old-fashioned glass and stir. Add orange twist."
Vodka Sour,"Vodka 2.0 oz
Vodka 2.0 oz
Lemon juice 0.75 oz
Simple syrup 0.75 oz",Shake with ice and strain into chilled cocktail glass. Garnish with lemon and cherry.
Vodka Stinger,"Vodka 1.0 oz
White creme de menthe 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Vodka and Apple Juice,"Vodka 2.0 oz
Apple juice 1.0 oz",Pour vodka into ice-filled highball glass. Fill with apple juice and stir.
Vodka and Tonic,"Vodka 2.0 oz
Tonic water 1.0 units
Lemon 1.0 units",Pour vodka into highball glass over ice. Add tonic and stir. Garnish with lemon or lime wedge. VODKA COLLINS
Vodka and Tonic with Lime wedge,"Lime wedges 1.0 units
Vodka 2.0 oz
Tonic water 1.0 units",Pour vodka into highball glass over ice. Add tonic and stir. Garnish with lemon or lime wedge. VODKA COLLINS
Vow Of Silence,"Gin 1.5 oz
Grapefruit juice 0.75 oz
Lime juice 0.5 oz
Yellow chartreuse 0.5 oz
Amaro 0.25 oz
Simple syrup 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Waikiki Beachcomber,"Gin 0.75 oz
Triple sec 0.75 oz
Pineapple juice 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Waiting On Summer,"Cucumber 3.0 oz
Fresh sage leaves 3.0 oz
Lime juice 0.5 oz
Blanco tequila 1.5 oz
Simple syrup 0.75 oz
Ginger ale 3.0 oz
Strawberries 1.0 units","Muddle cucumber, sage, and lime juice in mixing glass. Add tequila and syrup with ice and shake. Double-strain into ice-filled Collins glass. Top with ginger ale. Garnish with strawberry."
Wallick Cocktail,"Gin 1.5 oz
Dry vermouth 1.5 oz
Triple sec 1.0 oz",Stir with ice and strain into chilled cocktail glass.
Wallis Blue Cocktail,"Lime wedges 1.0 units
Superfine sugar 1.0 oz
Gin 1.0 oz
Triple sec 1.0 oz
Lime juice 1.0 oz",Rim old-fashioned glass with lime and sugar. Fill with ice. Shake remaining ingredients with ice and strain into glass.
Warsaw Cocktail,"Vodka 1.5 oz
Blackberry-flavored brandy 0.5 oz
Dry vermouth 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Washington Cocktail,"Dry vermouth 1.5 oz
Brandy 0.75 oz
Bitters 2.0 oz
Sugar syrup 0.5 oz",Stir with ice and strain into cocktail glass.
Water Lily,"Gin 0.75 oz
Triple sec 0.75 oz
Creme de violette 0.75 oz
Lemon juice 0.75 oz
Orange wheel 1.0 units",Shake with ice and strain into chilled cocktail glass. Add orange twist.
Waterbury Cocktail,"Powdered sugar 0.5 oz
Lemon juice 0.25 oz
Egg white 1.0 units
Brandy 1.5 oz
Grenadine 0.5 oz",Shake with ice and strain into cocktail glass.
Waterloo,"Light rum 1.0 oz
Orange juice 3.0 oz
Mandarine napoleon liqueur 0.5 oz",Pour rum and orange juice over ice in an old-fashioned glass. Stir. Float Mandarine Napoleon on top.
Webster Cocktail,"Lime juice 0.5 oz
Apricot flavored brandy 1.5 oz
Dry vermouth 0.5 oz
Gin 1.0 oz",Shake with ice and strain into cocktail glass.
Wedding Belle Cocktail,"Orange juice 1.5 oz
Cherry-flavored brandy 1.5 oz
Gin 0.75 oz
Dubonnet 0.75 oz",Shake with ice and strain into cocktail glass.
Weep-No-More Cocktail,"Lime juice 0.5 oz
Dubonnet 0.75 oz
Brandy 0.75 oz
Maraschino 0.25 oz",Shake with ice and strain into cocktail glass.
Wembley Cocktail,"Dry vermouth 0.75 oz
Gin 1.5 oz
Apricot-flavored brandy 0.25 oz
Apple brandy 0.5 oz",Stir with ice and strain into cocktail glass.
Wembly Cocktail,"Gin 1.5 oz
Dry vermouth 0.75 oz
Apple brandy 0.5 oz
Apricot-flavored brandy 0.5 oz",Stir with ice and strain into chilled cocktail glass.
West Side,"Lemon-flavored vodka 1.5 oz
Lemon juice 0.75 oz
Simple syrup 0.5 oz
Mint leaves 6.0 units",Shake first four ingredients with ice and double-strain into chilled cocktail glass. Top with a splash of soda water.
Western Rose,"Gin 1.0 oz
Dry vermouth 0.5 oz
Apricot-flavored brandy 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Western Rose Cocktail,"Old mr. boston apricot flavored brandy 0.5 oz
Old mr. boston dry gin 1.0 oz
Dry vermouth 0.5 oz
Lemon juice 0.25 oz",Shake with ice and strain into cocktail glass.
What The Hell,"Gin 1.0 oz
Dry vermouth 1.0 oz
Apricot flavored brandy 1.0 oz
Lemon juice 1.0 oz",Stir in old-fashioned glass over ice cubes.
Whiskey Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Blended whiskey 1.0 oz
Light cream (if desired) 2.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Whiskey Milk Punch,"Powdered sugar 1.0 oz
Blended whiskey 2.0 oz","Shake with ice, strain into collins glass, and sprinkle nutmeg on top."
Whiskey Skin,"Lump of sugar 1.0 units
Boiling water 1.0 units
Blended whiskey 2.0 oz
Lemon peel 1.0 units","Put lump of sugar into hot punch cup and fill two-thirds with boiling water. Add 2 oz. Blended Whiskey. Stir, then add a twist of lemon peel."
Whiskey Toddy (cold),"Powdered sugar 0.5 oz
Blended whiskey 2.0 oz","Stir sugar and water in a mug. Add ice cubes and whiskey, and stir. Add a twist of lemon peel."
White Cargo Cocktail,"Vanilla ice cream 1.0 oz
Mr. boston gin 1.0 oz",Shake until thoroughly mixed and add water or sauterne if the mixture if too thick. Serve in an old-fashioned glass.
